name,word_1_text,word_1_count,word_2_text,word_2_count,word_3_text,word_3_count,word_4_text,word_4_count,word_5_text,word_5_count,word_6_text,word_6_count,word_7_text,word_7_count,word_8_text,word_8_count,word_9_text,word_9_count,word_10_text,word_10_count,3gram_1_text,3gram_1_count,3gram_2_text,3gram_2_count,3gram_3_text,3gram_3_count,3gram_4_text,3gram_4_count,3gram_5_text,3gram_5_count,3gram_6_text,3gram_6_count,3gram_7_text,3gram_7_count,3gram_8_text,3gram_8_count,3gram_9_text,3gram_9_count,3gram_10_text,3gram_10_count,4gram_1_text,4gram_1_count,4gram_2_text,4gram_2_count,4gram_3_text,4gram_3_count,4gram_4_text,4gram_4_count,4gram_5_text,4gram_5_count,4gram_6_text,4gram_6_count,4gram_7_text,4gram_7_count,4gram_8_text,4gram_8_count,4gram_9_text,4gram_9_count,4gram_10_text,4gram_10_count,5gram_1_text,5gram_1_count,5gram_2_text,5gram_2_count,5gram_3_text,5gram_3_count,5gram_4_text,5gram_4_count,5gram_5_text,5gram_5_count,5gram_6_text,5gram_6_count,5gram_7_text,5gram_7_count,5gram_8_text,5gram_8_count,5gram_9_text,5gram_9_count,5gram_10_text,5gram_10_count
rick 30,god,5,not,4,morty,3,okay,3,oh,3,please,3,collar,2,fix,2,yes,2,whats,1,okay with this,3,not okay with,2,whats goin on,1,what are you,1,are you talking,1,you talking about,1,talking about its,1,about its not,1,its not broken,1,not broken morty,1,not okay with this,2,what are you talking,1,are you talking about,1,you talking about its,1,talking about its not,1,about its not broken,1,its not broken morty,1,not broken morty i,1,broken morty i fixed,1,morty i fixed it,1,what are you talking about,1,are you talking about its,1,you talking about its not,1,talking about its not broken,1,about its not broken morty,1,its not broken morty i,1,not broken morty i fixed,1,broken morty i fixed it,1,morty i fixed it just,1,i fixed it just put,1
rick council 1,ricks,3,timelines,2,earth,2,rick,2,c137,2,council,2,bring,1,holograms,1,twentyseven,1,brutally,1,earth rick c137,2,bring up the,1,up the holograms,1,twentyseven ricks brutally,1,ricks brutally murdered,1,brutally murdered in,1,murdered in their,1,in their own,1,their own timelines,1,own timelines an,1,bring up the holograms,1,twentyseven ricks brutally murdered,1,ricks brutally murdered in,1,brutally murdered in their,1,murdered in their own,1,in their own timelines,1,their own timelines an,1,own timelines an unprecedented,1,timelines an unprecedented rickicidal,1,an unprecedented rickicidal epidemic,1,twentyseven ricks brutally murdered in,1,ricks brutally murdered in their,1,brutally murdered in their own,1,murdered in their own timelines,1,in their own timelines an,1,their own timelines an unprecedented,1,own timelines an unprecedented rickicidal,1,timelines an unprecedented rickicidal epidemic,1,an unprecedented rickicidal epidemic what,1,unprecedented rickicidal epidemic what say,1
rick d716,rick,3,morty,2,d716,1,coming,1,gravity,1,outages,1,east,1,sanchez,1,heights,1,those,1,and im rick,1,im rick d716,1,coming up gravity,1,up gravity outages,1,gravity outages in,1,outages in east,1,in east sanchez,1,east sanchez heights,1,those stories and,1,stories and more,1,and im rick d716,1,coming up gravity outages,1,up gravity outages in,1,gravity outages in east,1,outages in east sanchez,1,in east sanchez heights,1,those stories and more,1,stories and more after,1,and more after this,1,more after this break,1,coming up gravity outages in,1,up gravity outages in east,1,gravity outages in east sanchez,1,outages in east sanchez heights,1,those stories and more after,1,stories and more after this,1,and more after this break,1,just one day remains before,1,one day remains before our,1,day remains before our newly,1
rick d716-b,good,1,morning,1,rick,1,d716b,1,nice,1,uraniumpowered,1,cellular,1,matrix,1,making,1,sick,1,good morning im,1,morning im rick,1,im rick d716b,1,must be nice,1,and is your,1,is your uraniumpowered,1,your uraniumpowered cellular,1,uraniumpowered cellular matrix,1,cellular matrix making,1,matrix making you,1,good morning im rick,1,morning im rick d716b,1,and is your uraniumpowered,1,is your uraniumpowered cellular,1,your uraniumpowered cellular matrix,1,uraniumpowered cellular matrix making,1,cellular matrix making you,1,matrix making you sick,1,making you sick the,1,you sick the answer,1,good morning im rick d716b,1,and is your uraniumpowered cellular,1,is your uraniumpowered cellular matrix,1,your uraniumpowered cellular matrix making,1,uraniumpowered cellular matrix making you,1,cellular matrix making you sick,1,matrix making you sick the,1,making you sick the answer,1,you sick the answer may,1,sick the answer may not,1
rick j-22,rick,4,us,3,get,2,portal,2,going,2,holy,1,shit,1,simple,1,life,1,lie,1,to simple rick,1,simple rick your,1,rick your life,1,your life is,1,life is a,1,is a lie,1,a lie man,1,lie man to,1,man to police,1,to police all,1,to simple rick your,1,simple rick your life,1,rick your life is,1,your life is a,1,life is a lie,1,is a lie man,1,a lie man to,1,lie man to police,1,man to police all,1,to police all your,1,to simple rick your life,1,simple rick your life is,1,rick your life is a,1,your life is a lie,1,life is a lie man,1,is a lie man to,1,a lie man to police,1,lie man to police all,1,man to police all your,1,to police all your lives,1
riq iv,rick,6,not,4,morty,4,summer,3,hes,3,her,3,him,2,because,2,lets,2,his,2,operating an unregistered,1,an unregistered portal,1,unregistered portal gun,1,portal gun radicalizing,1,gun radicalizing a,1,radicalizing a summer,1,a summer conspiring,1,summer conspiring with,1,conspiring with a,1,with a traitorous,1,operating an unregistered portal,1,an unregistered portal gun,1,unregistered portal gun radicalizing,1,portal gun radicalizing a,1,gun radicalizing a summer,1,radicalizing a summer conspiring,1,a summer conspiring with,1,summer conspiring with a,1,conspiring with a traitorous,1,with a traitorous rick,1,operating an unregistered portal gun,1,an unregistered portal gun radicalizing,1,unregistered portal gun radicalizing a,1,portal gun radicalizing a summer,1,gun radicalizing a summer conspiring,1,radicalizing a summer conspiring with,1,a summer conspiring with a,1,summer conspiring with a traitorous,1,conspiring with a traitorous rick,1,with a traitorous rick how,1
roger,go,5,run,2,got,2,left,2,others,2,foot,2,okay,2,hepatitis,1,thats,1,strange,1,go go go,2,hepatitis a run,1,thats strange taps,1,strange taps the,1,taps the meter,1,the meter air,1,meter air flow,1,air flow is,1,flow is down,1,is down twenty,1,thats strange taps the,1,strange taps the meter,1,taps the meter air,1,the meter air flow,1,meter air flow is,1,air flow is down,1,flow is down twenty,1,is down twenty percent,1,if we got up,1,we got up to,1,thats strange taps the meter,1,strange taps the meter air,1,taps the meter air flow,1,the meter air flow is,1,meter air flow is down,1,air flow is down twenty,1,flow is down twenty percent,1,if we got up to,1,we got up to the,1,got up to the bronchial,1
scary terry,bitch,9,oh,4,run,3,cant,3,hide,3,dont,3,know,3,scary,2,say,2,guys,2,you can run,3,can run but,3,run but you,3,but you cant,3,you cant hide,3,cant hide bitch,2,i know i,2,oh no im,2,welcome to your,1,to your nightmare,1,you can run but,3,can run but you,3,run but you cant,3,but you cant hide,3,you cant hide bitch,2,welcome to your nightmare,1,to your nightmare bitch,1,your nightmare bitch raaaaawwwrrr,1,im scary terry you,1,scary terry you can,1,you can run but you,3,can run but you cant,3,run but you cant hide,3,but you cant hide bitch,2,welcome to your nightmare bitch,1,to your nightmare bitch raaaaawwwrrr,1,im scary terry you can,1,scary terry you can run,1,terry you can run but,1,nothing but fear from here,1
scroopy noopers,pluto,4,planet,3,smith,2,plutonium,2,goes,2,call,2,wake,2,everyone,2,animals,2,morty,1,morty smith im,1,smith im scroopy,1,im scroopy noopers,1,scroopy noopers im,1,noopers im a,1,im a scientist,1,a scientist can,1,scientist can i,1,can i show,1,i show you,1,morty smith im scroopy,1,smith im scroopy noopers,1,im scroopy noopers im,1,scroopy noopers im a,1,noopers im a scientist,1,im a scientist can,1,a scientist can i,1,scientist can i show,1,can i show you,1,i show you something,1,morty smith im scroopy noopers,1,smith im scroopy noopers im,1,im scroopy noopers im a,1,scroopy noopers im a scientist,1,noopers im a scientist can,1,im a scientist can i,1,a scientist can i show,1,scientist can i show you,1,can i show you something,1,the centre of pluto mr,1
ship,summer,10,safe,8,keep,7,confirmed,3,am,3,not,3,ship,2,crying,2,away,2,destroy,2,keep summer safe,6,summer is safe,2,all can be,2,to destroy this,2,destroy this army,2,you have arrived,1,have arrived at,1,arrived at krombopulos,1,at krombopulos michael,1,krombopulos michael your,1,to destroy this army,2,you have arrived at,1,have arrived at krombopulos,1,arrived at krombopulos michael,1,at krombopulos michael your,1,krombopulos michael your destination,1,michael your destination is,1,your destination is below,1,confirmed ship fires a,1,ship fires a single,1,you have arrived at krombopulos,1,have arrived at krombopulos michael,1,arrived at krombopulos michael your,1,at krombopulos michael your destination,1,krombopulos michael your destination is,1,michael your destination is below,1,confirmed ship fires a single,1,ship fires a single red,1,fires a single red laser,1,a single red laser into,1
sleepy gary,jerry,5,rick,2,these,2,our,2,barbecue,2,get,2,say,2,youre,2,real,2,dont,2,were trying to,1,trying to sleep,1,thanks jerry beyond,1,jerry beyond that,1,beyond that no,1,that no offense,1,no offense to,1,offense to any,1,to any of,1,any of you,1,were trying to sleep,1,thanks jerry beyond that,1,jerry beyond that no,1,beyond that no offense,1,that no offense to,1,no offense to any,1,offense to any of,1,to any of you,1,any of you but,1,of you but all,1,thanks jerry beyond that no,1,jerry beyond that no offense,1,beyond that no offense to,1,that no offense to any,1,no offense to any of,1,offense to any of you,1,to any of you but,1,any of you but all,1,of you but all bets,1,you but all bets are,1
slick,morty,4,his,3,glasses,3,slick,3,say,2,last,2,go,2,portal,2,lizard,2,not,2,i say we,2,say we make,1,we make our,1,make our last,1,our last day,1,last day count,1,day count i,1,count i say,1,say we go,1,we go to,1,i say we make,1,say we make our,1,we make our last,1,make our last day,1,our last day count,1,last day count i,1,day count i say,1,count i say we,1,i say we go,1,say we go to,1,i say we make our,1,say we make our last,1,we make our last day,1,make our last day count,1,our last day count i,1,last day count i say,1,day count i say we,1,count i say we go,1,i say we go to,1,say we go to the,1
snuffles,snuffles,6,not,4,humans,3,testicles,3,summer,3,call,3,morty,3,make,2,understood,2,human,2,to be understood,2,where are my,2,are my testicles,2,my testicles summer,2,we are not,2,are not them,2,snuffles fix make,1,fix make better,1,make better humans,1,better humans understand,1,where are my testicles,2,are my testicles summer,2,we are not them,2,snuffles fix make better,1,fix make better humans,1,make better humans understand,1,better humans understand snuffles,1,humans understand snuffles now,1,snuffles want to be,1,want to be understood,1,where are my testicles summer,2,snuffles fix make better humans,1,fix make better humans understand,1,make better humans understand snuffles,1,better humans understand snuffles now,1,snuffles want to be understood,1,want to be understood snuffles,1,to be understood snuffles need,1,be understood snuffles need to,1,understood snuffles need to be,1
soldier,sir,2,cant,2,following,2,orders,2,about,1,space,1,car,1,wait,1,minute,1,whats,1,it cant be,2,i was just,2,was just following,2,just following orders,2,what do we,1,do we do,1,we do about,1,do about the,1,about the space,1,the space car,1,i was just following,2,was just following orders,2,what do we do,1,do we do about,1,we do about the,1,do about the space,1,about the space car,1,what wait a minute,1,whats the matter you,1,the matter you piece,1,i was just following orders,2,what do we do about,1,do we do about the,1,we do about the space,1,do about the space car,1,whats the matter you piece,1,the matter you piece of,1,matter you piece of crap,1,you piece of crap havent,1,piece of crap havent you,1
squanchy,squanch,4,hey,3,squanchy,3,rick,2,party,2,place,2,squanching,2,sanchez,1,psycho,1,bag,1,rick sanchez you,1,sanchez you psycho,1,you psycho bag,1,psycho bag of,1,bag of squanch,1,morty summer and,1,summer and you,1,and you must,1,you must be,1,must be beth,1,rick sanchez you psycho,1,sanchez you psycho bag,1,you psycho bag of,1,psycho bag of squanch,1,morty summer and you,1,summer and you must,1,and you must be,1,you must be beth,1,must be beth au,1,be beth au squanché,1,rick sanchez you psycho bag,1,sanchez you psycho bag of,1,you psycho bag of squanch,1,morty summer and you must,1,summer and you must be,1,and you must be beth,1,you must be beth au,1,must be beth au squanché,1,just stop saying it gross,1,raaoowwarr what about a taste,1
stacy,morty,2,arent,1,child,1,stacy,1,okay,1,fuck,1,id,1,stay,1,wrong,1,think,1,arent you a,1,you a child,1,okay fuck it,1,then id like,1,id like to,1,like to stay,1,is it wrong,1,it wrong if,1,wrong if i,1,if i think,1,arent you a child,1,then id like to,1,id like to stay,1,is it wrong if,1,it wrong if i,1,wrong if i think,1,if i think this,1,i think this is,1,think this is kind,1,this is kind of,1,then id like to stay,1,is it wrong if i,1,it wrong if i think,1,wrong if i think this,1,if i think this is,1,i think this is kind,1,think this is kind of,1,this is kind of hot,1,i need to hear our,1,need to hear our safe,1
summer,oh,49,grandpa,45,god,37,rick,37,youre,36,dad,33,not,30,yeah,29,dont,29,get,25,oh my god,25,i dont know,7,i want to,6,ooh ooh ooh,5,im going to,4,this is my,4,here if you,4,if you need,4,you need to,4,need to talk,4,ooh ooh ooh ooh,4,here if you need,4,if you need to,4,you need to talk,4,oh my god oh,3,im here if you,3,oh my god my,2,what are we going,2,are we going to,2,we going to do,2,here if you need to,4,if you need to talk,4,ooh ooh ooh ooh ooh,3,im here if you need,3,what are we going to,2,are we going to do,2,i dont care what you,2,oh my god oh my,2,my god oh my god,2,gross what is that thing,1
summer 1,ow,2,mean,1,morty,1,ugh,1,help,1,too,1,english,1,please,1,ouch,1,about,1,what do you,1,do you mean,1,what should we,1,should we do,1,we do morty,1,ugh i can,1,i can help,1,can help too,1,what english please,1,ow ow ouch,1,what do you mean,1,what should we do,1,should we do morty,1,ugh i can help,1,i can help too,1,me what about you,1,what about you would,1,about you would you,1,you would you get,1,would you get more,1,what should we do morty,1,ugh i can help too,1,me what about you would,1,what about you would you,1,about you would you get,1,you would you get more,1,would you get more excited,1,you get more excited to,1,get more excited to see,1,more excited to see me,1
summer 2,grampa,2,youre,2,because,2,gonna,1,help,1,talking,1,about,1,mean,1,jealous,1,want,1,what could we,1,could we do,1,im gonna help,1,gonna help grampa,1,what are you,1,are you talking,1,you talking about,1,me youre just,1,youre just as,1,just as mean,1,what could we do,1,im gonna help grampa,1,what are you talking,1,are you talking about,1,me youre just as,1,youre just as mean,1,just as mean to,1,as mean to me,1,mean to me because,1,to me because youre,1,what are you talking about,1,me youre just as mean,1,youre just as mean to,1,just as mean to me,1,as mean to me because,1,mean to me because youre,1,to me because youre jealous,1,me because youre jealous because,1,because youre jealous because you,1,youre jealous because you want,1
supernova,rick,6,dont,4,vindicators,3,hes,3,million,3,ants,3,right,3,youre,3,want,3,worldender,2,million ants and,2,vindicators worldender is,1,worldender is back,1,and this time,1,this time hes,1,time hes out,1,hes out to,1,out to end,1,to end more,1,end more than,1,vindicators worldender is back,1,and this time hes,1,this time hes out,1,time hes out to,1,hes out to end,1,out to end more,1,to end more than,1,end more than worlds,1,more than worlds we,1,than worlds we have,1,and this time hes out,1,this time hes out to,1,time hes out to end,1,hes out to end more,1,out to end more than,1,to end more than worlds,1,end more than worlds we,1,more than worlds we have,1,than worlds we have reason,1,worlds we have reason to,1
swat officer 1,hunter,6,oh,3,god,3,sorry,3,come,2,hands,2,fire,2,bomb,2,stay,2,boy,2,with your hands,2,hunter oh my,2,come out of,1,out of the,1,of the vehicle,1,the vehicle with,1,vehicle with your,1,your hands in,1,hands in the,1,in the air,1,come out of the,1,out of the vehicle,1,of the vehicle with,1,the vehicle with your,1,vehicle with your hands,1,with your hands in,1,your hands in the,1,hands in the air,1,come out with your,1,out with your hands,1,come out of the vehicle,1,out of the vehicle with,1,of the vehicle with your,1,the vehicle with your hands,1,vehicle with your hands in,1,with your hands in the,1,your hands in the air,1,come out with your hands,1,out with your hands up,1,with your hands up or,1
taddi mason,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
tammy,know,3,look,2,think,2,youre,2,high,2,school,2,senior,2,planet,2,earth,2,lot,2,a high school,2,high school senior,2,school senior from,2,senior from the,2,from the planet,2,the planet earth,2,in a lot,2,thank you rick,1,you rick that,1,rick that was,1,a high school senior,2,high school senior from,2,school senior from the,2,senior from the planet,2,from the planet earth,2,thank you rick that,1,you rick that was,1,rick that was beautiful,1,that was beautiful cuz,1,was beautiful cuz i,1,a high school senior from,2,high school senior from the,2,school senior from the planet,2,senior from the planet earth,2,thank you rick that was,1,you rick that was beautiful,1,rick that was beautiful cuz,1,that was beautiful cuz i,1,was beautiful cuz i look,1,beautiful cuz i look around,1
teacher rick,rick,3,new,3,morty,3,ricks,3,good,2,amusing,2,top,2,tall,2,dont,2,know,2,good idea rick,1,this is a,1,is a great,1,a great adventure,1,i love being,1,love being your,1,being your new,1,your new morty,1,very amusing mr,1,amusing mr smith,1,this is a great,1,is a great adventure,1,i love being your,1,love being your new,1,being your new morty,1,very amusing mr smith,1,amusing mr smith almost,1,mr smith almost as,1,smith almost as amusing,1,almost as amusing as,1,this is a great adventure,1,i love being your new,1,love being your new morty,1,very amusing mr smith almost,1,amusing mr smith almost as,1,mr smith almost as amusing,1,smith almost as amusing as,1,almost as amusing as when,1,as amusing as when your,1,amusing as when your first,1
testicle monster a,time,11,ass,7,man,6,ay,5,got,4,think,4,yeah,4,dont,4,fuck,3,hell,3,there he is,4,he is there,3,is there he,3,no no no,2,ey ye ey,1,ye ey quit,1,ey quit yellin,1,quit yellin quit,1,yellin quit yellin,1,what the fuck,1,there he is there,3,he is there he,3,is there he is,3,ey ye ey quit,1,ye ey quit yellin,1,ey quit yellin quit,1,quit yellin quit yellin,1,what the fuck your,1,the fuck your time,1,fuck your time is,1,there he is there he,3,he is there he is,3,is there he is there,2,ey ye ey quit yellin,1,ye ey quit yellin quit,1,ey quit yellin quit yellin,1,what the fuck your time,1,the fuck your time is,1,fuck your time is all,1,your time is all ripped,1
tom,losing,3,him,3,his,2,arent,2,okay,1,hes,1,back,1,stabilized,1,well,1,eyes,1,were losing him,2,okay hes back,1,well his eyes,1,his eyes arent,1,eyes arent twinkling,1,arent twinkling and,1,twinkling and his,1,and his dimples,1,his dimples arent,1,dimples arent merry,1,well his eyes arent,1,his eyes arent twinkling,1,eyes arent twinkling and,1,arent twinkling and his,1,twinkling and his dimples,1,and his dimples arent,1,his dimples arent merry,1,dimples arent merry but,1,arent merry but im,1,merry but im standing,1,well his eyes arent twinkling,1,his eyes arent twinkling and,1,eyes arent twinkling and his,1,arent twinkling and his dimples,1,twinkling and his dimples arent,1,and his dimples arent merry,1,his dimples arent merry but,1,dimples arent merry but im,1,arent merry but im standing,1,merry but im standing under,1
toxic morty,rick,6,oh,4,hurts,3,dont,3,want,2,ii,2,man,2,got,2,tank,2,ahh,2,i dont like,2,i got the,2,got the tank,2,ugh what happened,1,wwwere in hell,1,in hell arent,1,hell arent we,1,arent we rick,1,i believe you,1,believe you but,1,i got the tank,2,wwwere in hell arent,1,in hell arent we,1,hell arent we rick,1,i believe you but,1,believe you but i,1,you but i just,1,but i just want,1,i just want to,1,just want to die,1,wwwere in hell arent we,1,in hell arent we rick,1,i believe you but i,1,believe you but i just,1,you but i just want,1,but i just want to,1,i just want to die,1,yes rick ii agree rick,1,uh i thi think my,1,i thi think my voice,1
toxic rick,morty,15,youre,12,think,9,shit,7,right,7,not,6,little,6,fucking,6,toxic,6,gonna,6,do you think,3,could do that,2,what do you,2,you think about,2,think about that,2,this is the,2,70 years of,2,did i ask,2,i ask for,2,ask for this,2,what do you think,2,do you think about,2,you think about that,2,did i ask for,2,i ask for this,2,youre gonna get him,2,youre going in that,2,i give a shit,2,but this might do,1,this might do it,1,what do you think about,2,do you think about that,2,did i ask for this,2,but this might do it,1,this might do it run,1,might do it run morty,1,thats because youre worthless jesus,1,because youre worthless jesus how,1,youre worthless jesus how big,1,worthless jesus how big was,1
unity,cant,3,rick,2,never,2,am,2,problem,2,sure,2,species,2,know,2,aww,1,old,1,aww old man,1,old man rick,1,man rick cant,1,rick cant party,1,cant party with,1,party with the,1,with the whole,1,the whole planet,1,never unitys note,1,unitys note rick,1,aww old man rick,1,old man rick cant,1,man rick cant party,1,rick cant party with,1,cant party with the,1,party with the whole,1,with the whole planet,1,never unitys note rick,1,unitys note rick forgive,1,note rick forgive me,1,aww old man rick cant,1,old man rick cant party,1,man rick cant party with,1,rick cant party with the,1,cant party with the whole,1,party with the whole planet,1,never unitys note rick forgive,1,unitys note rick forgive me,1,note rick forgive me for,1,rick forgive me for doing,1
vance,not,6,need,3,youre,3,rick,2,thats,2,say,2,morty,2,kid,2,vindicators,2,make,2,sorry im late,1,im late it,1,late it was,1,it was happy,1,was happy hour,1,rick sanchez tinkerer,1,sanchez tinkerer of,1,tinkerer of terror,1,of terror man,1,terror man thats,1,sorry im late it,1,im late it was,1,late it was happy,1,it was happy hour,1,rick sanchez tinkerer of,1,sanchez tinkerer of terror,1,tinkerer of terror man,1,of terror man thats,1,terror man thats hard,1,man thats hard to,1,sorry im late it was,1,im late it was happy,1,late it was happy hour,1,rick sanchez tinkerer of terror,1,sanchez tinkerer of terror man,1,tinkerer of terror man thats,1,of terror man thats hard,1,terror man thats hard to,1,man thats hard to say,1,thats hard to say and,1
vet,thats,2,know,2,them,2,three,1,excuse,1,cant,1,back,1,nurse,1,horse,1,surgeon,1,three excuse me,1,excuse me you,1,me you cant,1,you cant be,1,cant be back,1,be back here,1,thats my nurse,1,my nurse and,1,nurse and as,1,and as a,1,three excuse me you,1,excuse me you cant,1,me you cant be,1,you cant be back,1,cant be back here,1,thats my nurse and,1,my nurse and as,1,nurse and as a,1,and as a horse,1,as a horse surgeon,1,three excuse me you cant,1,excuse me you cant be,1,me you cant be back,1,you cant be back here,1,thats my nurse and as,1,my nurse and as a,1,nurse and as a horse,1,and as a horse surgeon,1,as a horse surgeon im,1,a horse surgeon im sure,1
woman,systems,2,check,2,please,2,lookin,2,good,2,aah,1,temporal,1,shield,1,compromised,1,congratulations,1,temporal shield compromised,1,shield compromised congratulations,1,compromised congratulations jerry,1,congratulations jerry you,1,jerry you get,1,you get to,1,get to die,1,to die a,1,die a man,1,primary systems check,1,temporal shield compromised congratulations,1,shield compromised congratulations jerry,1,compromised congratulations jerry you,1,congratulations jerry you get,1,jerry you get to,1,you get to die,1,get to die a,1,to die a man,1,primary systems check auxiliary,1,systems check auxiliary systems,1,temporal shield compromised congratulations jerry,1,shield compromised congratulations jerry you,1,compromised congratulations jerry you get,1,congratulations jerry you get to,1,jerry you get to die,1,you get to die a,1,get to die a man,1,primary systems check auxiliary systems,1,systems check auxiliary systems check,1,check auxiliary systems check see,1
young rick,transition,2,smith,2,rick,2,gonna,2,young,2,got,2,backyard,1,sounds,1,lonely,1,eh,1,transition to smith,2,what transition to,1,to smith backyard,1,a different kind,1,different kind of,1,kind of rick,1,of rick i,1,rick i guess,1,sort of i,1,of i just,1,what transition to smith,1,transition to smith backyard,1,a different kind of,1,different kind of rick,1,kind of rick i,1,of rick i guess,1,sort of i just,1,of i just took,1,i just took a,1,just took a long,1,what transition to smith backyard,1,a different kind of rick,1,different kind of rick i,1,kind of rick i guess,1,sort of i just took,1,of i just took a,1,i just took a long,1,just took a long look,1,took a long look at,1,a long look at myself,1
zeep,youre,6,rick,5,universe,5,people,4,planet,4,crank,4,not,3,alien,3,inside,3,miniverse,3,rick the alien,2,the people of,2,people of this,2,peace among worlds,2,i said 12,1,said 12 quantum,1,12 quantum stabilizers,1,quantum stabilizers not,1,stabilizers not 11,1,not 11 fix,1,the people of this,2,i said 12 quantum,1,said 12 quantum stabilizers,1,12 quantum stabilizers not,1,quantum stabilizers not 11,1,stabilizers not 11 fix,1,not 11 fix it,1,11 fix it or,1,fix it or its,1,it or its your,1,i said 12 quantum stabilizers,1,said 12 quantum stabilizers not,1,12 quantum stabilizers not 11,1,quantum stabilizers not 11 fix,1,stabilizers not 11 fix it,1,not 11 fix it or,1,11 fix it or its,1,fix it or its your,1,it or its your ass,1,or its your ass chris,1
